,Fight_Id,Win/No Contest/Draw,Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time,Event_Id,f1_wins,f1_losses,f1_height,f1_weight,f1_reach,f1_stance,f1_age,f1_SLpM,f1_sig_str_acc,f1_SApM,f1_str_def,f1_td_avg,f1_td_acc,f1_td_def,f1_sub_avg,f2_wins,f2_losses,f2_height,f2_weight,f2_reach,f2_stance,f2_age,f2_SLpM,f2_sig_str_acc,f2_SApM,f2_str_def,f2_td_avg,f2_td_acc,f2_td_def,f2_sub_avg,reach_diff,age_diff,height_diff,sig_str_diff,td_def_diff,td_avg_diff,f1_win_rate,f2_win_rate,win_rate_diff
2256,6fd9a013cea5a403,win,Serghei Spivac,Aleksei Oleinik,0.0,0.0,71.0,59.0,0.0,1.0,0.0,1.0,Heavyweight,U-DEC,3,300,9ddfb3369a3b0394,16.0,4.0,190.5,117.93,198.12,Orthodox,29.0,3.54,0.49,3.79,0.49,4.56,0.64,0.7,0.5,60.0,17.0,187.96,108.86,203.2,Orthodox,46.0,3.29,0.48,3.8,0.44,1.82,0.46,0.37,1.9,-5.079999999999984,-17.0,2.539999999999992,0.010000000000000009,0.32999999999999996,2.7399999999999993,0.8,0.7792207792207793,0.020779220779220786
2257,a83ebbf013905949,win,Marlon Vera,Davey Grant,0.0,0.0,105.0,83.0,2.0,1.0,3.0,0.0,Bantamweight,U-DEC,3,300,9ddfb3369a3b0394,23.0,9.0,172.72,61.23,177.8,Switch,31.0,4.31,0.49,5.48,0.5,0.53,0.39,0.7,0.9,15.0,7.0,172.72,61.23,175.26,Orthodox,38.0,4.77,0.42,3.82,0.55,1.26,0.41,0.61,0.2,2.5400000000000205,-7.0,0.0,0.07,0.08999999999999997,-0.73,0.71875,0.6818181818181818,0.03693181818181823
2258,d3c0dfa57950aefd,win,SeungWoo Choi,Julian Erosa,1.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,Featherweight,KO/TKO Punch,1,97,9ddfb3369a3b0394,11.0,6.0,182.88,65.77,187.96,Orthodox,31.0,3.48,0.38,3.02,0.47,0.87,0.54,0.69,0.0,29.0,12.0,185.42,65.77,187.96,Southpaw,34.0,6.14,0.48,6.29,0.47,1.63,0.46,0.58,0.8,0.0,-3.0,-2.539999999999992,-0.09999999999999998,0.10999999999999999,-0.7599999999999999,0.6470588235294118,0.7073170731707317,-0.06025824964131987
2259,bb1ac382e0277b3f,win,Bruno Silva,Wellington Turman,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punches,1,285,9ddfb3369a3b0394,23.0,10.0,182.88,83.91,187.96,Orthodox,34.0,4.43,0.51,5.33,0.43,1.09,0.27,0.73,0.0,18.0,8.0,182.88,77.11,182.88,Orthodox,27.0,3.23,0.51,4.17,0.45,1.55,0.2,0.42,0.8,5.0800000000000125,7.0,0.0,0.0,0.31,-0.45999999999999996,0.696969696969697,0.6923076923076923,0.004662004662004726
2260,bb1ac382e0277b3f,win,Bruno Silva,Wellington Turman,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punches,1,285,9ddfb3369a3b0394,13.0,5.0,162.56,56.7,165.1,Orthodox,34.0,3.05,0.46,3.09,0.59,2.57,0.3,0.64,0.3,18.0,8.0,182.88,77.11,182.88,Orthodox,27.0,3.23,0.51,4.17,0.45,1.55,0.2,0.42,0.8,-17.78,7.0,-20.319999999999993,-0.04999999999999999,0.22000000000000003,1.0199999999999998,0.7222222222222222,0.6923076923076923,0.02991452991452992
2261,2bdf774dc8b17504,win,Matt Brown,Dhiego Lima,1.0,0.0,27.0,23.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Punch,2,182,9ddfb3369a3b0394,26.0,19.0,182.88,77.11,190.5,Orthodox,43.0,3.76,0.55,2.92,0.55,1.68,0.46,0.63,1.3,17.0,9.0,187.96,77.11,190.5,Orthodox,35.0,3.12,0.39,3.88,0.58,1.26,0.34,0.73,0.6,0.0,8.0,-5.0800000000000125,0.16000000000000003,-0.09999999999999998,0.41999999999999993,0.5777777777777777,0.6538461538461539,-0.07606837606837613
2262,744627aec853874e,win,Nicolae Negumereanu,Aleksa Camur,0.0,0.0,71.0,102.0,1.0,0.0,0.0,0.0,Light Heavyweight,S-DEC,3,300,9ddfb3369a3b0394,13.0,2.0,182.88,92.99,198.12,Orthodox,29.0,3.58,0.41,5.56,0.39,1.02,0.28,0.62,0.0,6.0,3.0,185.42,92.99,187.96,Orthodox,28.0,4.73,0.57,4.26,0.54,0.46,0.22,0.5,0.0,10.159999999999997,1.0,-2.539999999999992,-0.15999999999999998,0.12,0.56,0.8666666666666667,0.6666666666666666,0.20000000000000007
2263,53ed3f8f653b37b2,win,Virna Jandiroba,Kanako Murata,0.0,0.0,36.0,23.0,0.0,0.0,1.0,0.0,Women's Strawweight,KO/TKO,2,300,9ddfb3369a3b0394,19.0,3.0,160.02,52.16,162.56,Orthodox,35.0,2.34,0.4,3.03,0.56,2.42,0.39,0.73,1.0,12.0,3.0,154.94,52.16,157.48,Orthodox,30.0,2.15,0.56,2.4,0.53,3.38,0.56,1.0,0.8,5.0800000000000125,5.0,5.0800000000000125,-0.16000000000000003,-0.27,-0.96,0.8636363636363636,0.8,0.0636363636363636
2264,87c8e086c29ae543,win,Khaos Williams,Matthew Semelsberger,0.0,0.0,91.0,64.0,0.0,0.0,0.0,0.0,Welterweight,U-DEC,3,300,9ddfb3369a3b0394,14.0,3.0,182.88,77.11,195.58,Orthodox,29.0,5.77,0.39,5.33,0.42,0.0,0.0,0.8,0.0,11.0,7.0,185.42,77.11,190.5,Switch,31.0,3.78,0.43,4.21,0.54,1.02,0.57,0.45,0.4,5.0800000000000125,-2.0,-2.539999999999992,-0.03999999999999998,0.35000000000000003,-1.02,0.8235294117647058,0.6111111111111112,0.21241830065359468
2265,e8fd128286788a6d,win,Josh Parisian,Roque Martinez,0.0,0.0,79.0,64.0,1.0,0.0,0.0,1.0,Heavyweight,S-DEC,3,300,9ddfb3369a3b0394,15.0,8.0,193.04,120.2,200.66,Orthodox,34.0,4.55,0.48,4.88,0.41,0.98,0.33,0.46,0.2,15.0,8.0,177.8,113.4,182.88,Orthodox,38.0,3.28,0.53,4.9,0.56,0.38,0.5,0.53,0.4,17.78,-4.0,15.23999999999998,-0.050000000000000044,-0.07,0.6,0.6521739130434783,0.6521739130434783,0.0
2266,1e9f081a84e7ec18,win,Ricky Glenn,Joaquim Silva,2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO Punches,1,37,9ddfb3369a3b0394,22.0,8.0,182.88,70.31,177.8,Southpaw,34.0,3.94,0.43,4.1,0.51,0.55,0.13,0.68,0.4,13.0,5.0,172.72,70.31,175.26,Southpaw,35.0,3.61,0.41,4.51,0.54,0.45,0.6,0.64,0.7,2.5400000000000205,-1.0,10.159999999999997,0.020000000000000018,0.040000000000000036,0.10000000000000003,0.7333333333333333,0.7222222222222222,0.011111111111111072
2267,d684d8b02ab53031,win,Casey O'Neill,Lara Procopio,0.0,0.0,71.0,41.0,1.0,2.0,2.0,0.0,Women's Flyweight,SUB Rear Naked Choke,3,174,9ddfb3369a3b0394,9.0,2.0,167.64,56.7,175.26,Orthodox,26.0,8.41,0.54,6.3,0.56,1.77,0.38,0.66,0.7,7.0,2.0,162.56,56.7,170.18,Orthodox,28.0,5.64,0.58,6.5,0.47,3.15,0.47,0.5,0.3,5.079999999999984,-2.0,5.079999999999984,-0.039999999999999925,0.16000000000000003,-1.38,0.8181818181818182,0.7777777777777778,0.04040404040404044
2268,6cd44e1b2d093ea4,win,Israel Adesanya,Marvin Vettori,0.0,0.0,96.0,58.0,0.0,4.0,0.0,0.0,Middleweight,U-DEC,5,300,0b64d0fed453ef7f,24.0,3.0,193.04,83.91,203.2,Switch,34.0,3.93,0.48,3.11,0.56,0.05,0.14,0.77,0.1,19.0,7.0,182.88,83.91,187.96,Southpaw,30.0,4.56,0.45,4.24,0.56,1.66,0.45,0.69,0.5,15.23999999999998,4.0,10.159999999999997,0.02999999999999997,0.08000000000000007,-1.6099999999999999,0.8888888888888888,0.7307692307692307,0.1581196581196581
2269,0f51869f98afa6c0,win,Brandon Moreno,Deiveson Figueiredo,1.0,0.0,47.0,24.0,2.0,1.0,2.0,0.0,Flyweight,SUB Rear Naked Choke,3,146,0b64d0fed453ef7f,21.0,8.0,170.18,56.7,177.8,Orthodox,30.0,3.87,0.44,3.63,0.59,1.74,0.46,0.63,0.5,22.0,3.0,165.1,61.23,172.72,Orthodox,36.0,3.08,0.55,3.46,0.51,1.65,0.44,0.58,1.6,5.0800000000000125,-6.0,5.0800000000000125,-0.11000000000000004,0.050000000000000044,0.09000000000000008,0.7241379310344828,0.88,-0.15586206896551724
2270,b070b8c2c489d838,win,Leon Edwards,Nate Diaz,0.0,0.0,77.0,76.0,4.0,0.0,0.0,0.0,Welterweight,U-DEC,5,300,0b64d0fed453ef7f,22.0,3.0,187.96,77.11,187.96,Southpaw,32.0,2.75,0.53,2.34,0.54,1.25,0.34,0.7,0.4,22.0,13.0,182.88,77.11,193.04,Southpaw,38.0,4.57,0.45,3.77,0.52,1.05,0.3,0.41,1.3,-5.079999999999984,-6.0,5.0800000000000125,0.08000000000000002,0.29,0.19999999999999996,0.88,0.6285714285714286,0.25142857142857145
2271,43dfb2c1e5fecac9,win,Belal Muhammad,Demian Maia,0.0,0.0,45.0,21.0,0.0,1.0,0.0,0.0,Welterweight,U-DEC,3,300,0b64d0fed453ef7f,23.0,3.0,180.34,77.11,182.88,Orthodox,35.0,4.55,0.43,3.64,0.57,1.98,0.35,0.93,0.2,28.0,11.0,185.42,77.11,182.88,Southpaw,46.0,1.8,0.43,2.07,0.63,2.49,0.24,0.61,1.0,0.0,-11.0,-5.079999999999984,0.0,0.32000000000000006,-0.5100000000000002,0.8846153846153846,0.717948717948718,0.16666666666666663
2272,4560734220b96851,win,Paul Craig,Jamahal Hill,0.0,0.0,23.0,1.0,0.0,0.0,3.0,0.0,Light Heavyweight,KO/TKO Punches,1,119,0b64d0fed453ef7f,17.0,7.0,190.5,83.91,193.04,Orthodox,36.0,2.42,0.46,2.86,0.45,1.76,0.22,0.37,1.6,12.0,1.0,193.04,92.99,200.66,Southpaw,32.0,7.31,0.54,3.35,0.47,0.0,0.0,0.73,0.0,-7.6200000000000045,4.0,-2.539999999999992,-0.08000000000000002,-0.36,1.76,0.7083333333333334,0.9230769230769231,-0.21474358974358976
2273,7d2051c6bae907cb,win,Brad Riddell,Drew Dober,0.0,0.0,89.0,73.0,5.0,1.0,0.0,0.0,Lightweight,U-DEC,3,300,0b64d0fed453ef7f,10.0,4.0,170.18,70.31,180.34,Orthodox,32.0,4.71,0.53,3.53,0.53,1.77,0.36,0.63,0.0,27.0,13.0,172.72,70.31,177.8,Southpaw,35.0,4.34,0.4,4.23,0.51,0.71,0.18,0.56,0.1,2.539999999999992,-3.0,-2.539999999999992,0.13,0.06999999999999995,1.06,0.7142857142857143,0.675,0.03928571428571426
2274,9127a6430e46292c,win,Eryk Anders,Darren Stewart,0.0,0.0,44.0,33.0,0.0,2.0,0.0,0.0,Light Heavyweight,U-DEC,3,300,0b64d0fed453ef7f,16.0,8.0,185.42,83.91,190.5,Southpaw,36.0,3.41,0.47,4.17,0.5,1.79,0.26,0.79,0.1,12.0,8.0,182.88,92.99,187.96,Orthodox,33.0,3.05,0.45,3.29,0.48,1.75,0.45,0.67,0.1,2.539999999999992,3.0,2.539999999999992,0.019999999999999962,0.12,0.040000000000000036,0.6666666666666666,0.6,0.06666666666666665
2275,34cb6e9952cd30a4,win,Lauren Murphy,Joanne Wood,0.0,0.0,80.0,123.0,1.0,0.0,0.0,0.0,Women's Flyweight,S-DEC,3,300,0b64d0fed453ef7f,16.0,6.0,165.1,56.7,170.18,Orthodox,40.0,4.05,0.39,5.25,0.55,1.03,0.25,0.69,0.1,17.0,8.0,167.64,56.7,165.1,Orthodox,38.0,7.1,0.51,4.89,0.51,1.52,0.55,0.58,0.3,5.0800000000000125,2.0,-2.539999999999992,-0.12,0.10999999999999999,-0.49,0.7272727272727273,0.68,0.047272727272727244
2276,d66164d2c770da68,win,Movsar Evloev,Hakeem Dawodu,0.0,0.0,42.0,39.0,9.0,0.0,2.0,0.0,Featherweight,U-DEC,3,300,0b64d0fed453ef7f,18.0,0.0,170.18,65.77,182.88,Orthodox,30.0,4.43,0.48,2.89,0.61,4.75,0.46,0.71,0.2,13.0,4.0,172.72,65.77,185.42,Orthodox,32.0,5.45,0.5,3.37,0.56,0.0,0.0,0.65,0.0,-2.539999999999992,-2.0,-2.539999999999992,-0.020000000000000018,0.05999999999999994,4.75,1.0,0.7647058823529411,0.23529411764705888
2277,34d38d77c1d3f00e,win,Pannie Kianzad,Alexis Davis,0.0,0.0,124.0,132.0,0.0,1.0,0.0,0.0,Women's Bantamweight,U-DEC,3,300,0b64d0fed453ef7f,17.0,8.0,170.18,61.23,167.64,Orthodox,32.0,4.74,0.49,3.67,0.53,0.46,0.33,0.66,0.1,21.0,11.0,167.64,61.23,172.72,Orthodox,39.0,4.63,0.49,4.45,0.54,0.95,0.44,0.34,0.7,-5.0800000000000125,-7.0,2.5400000000000205,0.0,0.32,-0.48999999999999994,0.68,0.65625,0.02375000000000005
2278,d4ad90ac58429b64,win,Terrance McKinney,Matt Frevola,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO Punch,1,7,0b64d0fed453ef7f,15.0,6.0,177.8,70.31,185.42,Switch,29.0,4.46,0.52,2.51,0.44,3.52,0.36,0.85,1.0,11.0,4.0,175.26,70.31,180.34,Orthodox,33.0,3.71,0.42,3.57,0.59,2.59,0.4,0.42,0.9,5.079999999999984,-4.0,2.5400000000000205,0.10000000000000003,0.43,0.9300000000000002,0.7142857142857143,0.7333333333333333,-0.01904761904761898
2279,84cde29aebf6c00c,win,Steven Peterson,Chase Hooper,0.0,0.0,49.0,31.0,1.0,3.0,2.0,2.0,Featherweight,U-DEC,3,300,0b64d0fed453ef7f,19.0,11.0,177.8,65.77,177.8,Orthodox,33.0,4.76,0.4,5.94,0.53,1.42,0.26,0.64,0.7,13.0,3.0,185.42,70.31,187.96,Southpaw,24.0,4.86,0.51,3.59,0.36,1.42,0.22,0.55,2.2,-10.159999999999997,9.0,-7.619999999999976,-0.10999999999999999,0.08999999999999997,0.0,0.6333333333333333,0.8125,-0.1791666666666667
2280,dedb74ee9d84deab,win,Fares Ziam,Luigi Vendramini,0.0,0.0,39.0,34.0,0.0,1.0,0.0,0.0,Lightweight,M-DEC,3,300,0b64d0fed453ef7f,15.0,4.0,185.42,70.31,190.5,Orthodox,27.0,2.7,0.48,1.72,0.65,0.81,0.23,0.67,0.2,9.0,3.0,172.72,70.31,185.42,Orthodox,28.0,2.82,0.4,3.82,0.57,1.11,0.15,1.0,0.6,5.0800000000000125,-1.0,12.699999999999989,0.07999999999999996,-0.32999999999999996,-0.30000000000000004,0.7894736842105263,0.75,0.03947368421052633
2281,1b4d5dbf5f663a97,win,Carlos Felipe,Jake Collier,0.0,0.0,94.0,130.0,0.0,0.0,0.0,0.0,Heavyweight,S-DEC,3,300,0b64d0fed453ef7f,11.0,2.0,182.88,111.13,190.5,Orthodox,29.0,4.88,0.45,5.6,0.5,0.0,0.0,0.72,0.0,13.0,10.0,190.5,104.33,198.12,Orthodox,35.0,5.8,0.44,5.08,0.5,0.71,0.33,0.67,0.6,-7.6200000000000045,-6.0,-7.6200000000000045,0.010000000000000009,0.04999999999999993,-0.71,0.8461538461538461,0.5652173913043478,0.28093645484949836
2282,2c0cddd12deb7450,win,Jairzinho Rozenstruik,Augusto Sakai,1.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punches,1,299,3b2485c8d5c8b580,14.0,5.0,187.96,109.77,198.12,Orthodox,36.0,3.44,0.49,2.78,0.47,0.0,0.0,0.75,0.0,16.0,5.0,190.5,120.2,195.58,Orthodox,32.0,4.6,0.49,3.83,0.48,0.23,0.4,0.56,0.0,2.539999999999992,4.0,-2.539999999999992,0.0,0.18999999999999995,-0.23,0.7368421052631579,0.7619047619047619,-0.02506265664160401
2283,f187c7ec92f43828,win,Marcin Tybura,Walt Harris,0.0,0.0,4.0,23.0,1.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punches,1,246,3b2485c8d5c8b580,25.0,8.0,190.5,112.94,198.12,Orthodox,38.0,3.6,0.48,3.35,0.55,1.43,0.33,0.79,0.1,13.0,10.0,195.58,113.4,195.58,Southpaw,40.0,3.05,0.39,3.33,0.54,0.29,0.28,0.7,0.1,2.539999999999992,-2.0,-5.0800000000000125,0.08999999999999997,0.09000000000000008,1.14,0.7575757575757576,0.5652173913043478,0.1923583662714098
2284,bb6438338bb8aebf,win,Roman Dolidze,Laureano Staropoli,0.0,0.0,14.0,9.0,5.0,3.0,0.0,0.0,Middleweight,U-DEC,3,300,3b2485c8d5c8b580,12.0,3.0,187.96,83.91,193.04,Orthodox,35.0,2.62,0.39,3.36,0.51,1.3,0.4,0.33,1.3,9.0,5.0,185.42,83.91,180.34,Orthodox,31.0,3.31,0.34,3.73,0.54,0.83,0.26,0.48,0.0,12.699999999999989,4.0,2.5400000000000205,0.04999999999999999,-0.14999999999999997,0.4700000000000001,0.8,0.6428571428571429,0.15714285714285714
2285,5c0e5d850d8e661f,win,Santiago Ponzinibbio,Miguel Baeza,0.0,0.0,121.0,104.0,0.0,0.0,0.0,0.0,Welterweight,U-DEC,3,300,3b2485c8d5c8b580,30.0,7.0,182.88,77.11,185.42,Orthodox,37.0,4.9,0.41,4.67,0.61,0.48,0.3,0.6,0.0,10.0,3.0,187.96,77.11,187.96,Orthodox,31.0,4.88,0.49,5.1,0.53,0.44,0.28,1.0,1.8,-2.5400000000000205,6.0,-5.0800000000000125,-0.08000000000000002,-0.4,0.03999999999999998,0.8108108108108109,0.7692307692307693,0.04158004158004158
2286,9252ad2304fd9a26,win,Gregory Rodrigues,Dusko Todorovic,0.0,0.0,71.0,37.0,3.0,0.0,0.0,0.0,Middleweight,U-DEC,3,300,3b2485c8d5c8b580,15.0,5.0,190.5,83.91,190.5,Orthodox,32.0,6.08,0.55,5.3,0.51,2.46,0.45,1.0,0.5,12.0,4.0,185.42,83.91,187.96,Orthodox,29.0,5.54,0.57,4.55,0.46,0.96,0.12,0.45,0.0,2.539999999999992,3.0,5.0800000000000125,-0.019999999999999907,0.55,1.5,0.75,0.75,0.0
